status_id,status_message
30332546206_10153761203236207,"Honoured to lay a wreath at Anıtkabir, the mausoleum of Mustafa Kemal Atatürk, founder and first President of the Republic of Turkey. His vision and determination laid the foundation for a modern, secular, democratic, and successful nation.

I later visited Turkey's Grand National Assembly which was the target of a bomb attack during the recent July 2016 coup. That the coup was foiled is just the most recent example of the grit and resilience of the Turks.

Also met PM Binali Yıldırım, and Acting Speaker Mehmet Akif Hamzaçebi. We took stock of our warm and substantive bilateral relations and discussed how to further expand cooperation."
30332546206_10153752869576207,"Happy to catch up with a number of young families at the #Cashew Heights Condo party last Saturday.  Especially delighted to see the children having such an enjoyable time and to learn that there are a few more babies on the way. :) 

It is always a pleasure to see so many young children.  They are a reminder of why we must always look to the future and invest in the future, so that they can inherit a better Singapore on which to build their hopes, their dreams and their future. 

#HollandBukitTimah"
30332546206_10153752817211207,"""The glory of gardening - hands in the dirt, head in the sun, heart with nature. To nurture a garden is to feed not just the body, but the soul."" - a beautiful quote from the Poet Laureate Alfred Austin. 

Delighted to see so many residents of all ages at the official opening of our #Cashew Zone 2 RC community garden near Blk 180A Lompang Road. 

There is something special about gardening, it's a practical way of learning many of the important lessons of life.  

Amidst the fast-paced nature of life in the city, it reminds us that we need to have patience.  It reminds us that there is no short cut to success; what we reap is what we sow.  Most of all, it reminds us that how something turns out, whether it's a plant, a marriage, or our children, reflect the amount of love and care we invest into it. 

#HollandBukitTimah"
30332546206_10153752781631207,"Delighted to be back in the familiar surroundings of our #HollandBukitTimah constituency after back-to-back official overseas trips over the past couple of weeks. 

Had an enjoyable time joining our #Cashew RC Zone 1 residents for their block party at Blk 142 Petir Road on Saturday.  Touched to observe the close family bonds and strong community spirit - a timely reminder of why Singapore is such a special home for all of us."
30332546206_10153745187701207,PM Lee Hsien Loong's visit to Tokyo commemorates 50 years of excellent diplomatic relations.
30332546206_10153743311301207,"Grand Cordon of the Order of the Paulownia Flowers was presented posthumously to Mr Lee Kuan Yew for establishing decades of forward looking and constructive relations with Japan. 

Fifty years ago, he made a strategic decision to close a painful chapter of history and to move forward to build a mutually beneficial future for both Singapore and Japan. 

Japan has played a major role in our industrial development and job creation over 5 decades. As we are now on the cusp of another industrial revolution based on digital and robotic technologies, there is much more to pursue together in the years to come."
30332546206_10153742842446207,"Singapore @ the 71st UNGA

______________________________

(Photos by Rachel Chan, Montage by Syazwana Halid)"
30332546206_10153742757331207,"Wrapped up my first #UNGA trip as Foreign Minister. It has been a busy week. Met almost 30 of my FM counterparts bilaterally to affirm our relations and plan future cooperation. Also participated in a number of other multilateral meetings including the Major Economies Forum, and the annual Informal ASEAN Ministerial Meeting. Also delivered Singapore's national statement at the General Debate (https://goo.gl/cgmm0y)

Now in Japan to join PM's official visit!
________________

(Photos by Rachel Chan, Infographic by Celest Chang)"
30332546206_10153741570821207,"Small states in an uncertain world - the perspective from a little red dot. 

My first address to the United Nations General Assembly. 

#UNGA. 

http://webtv.un.org/watch/singapore-minister-for-foreign-affairs-addresses-general-debate-71st-session/5141244546001

Will upload edited version later."
30332546206_10153737886121207,"""Reflecting absence"" - Deeply moved at the 9/11 memorial site. 

Thinking of the thousands of lives cut short by senseless cruelty. Only humans have this capacity for inflicting such pain on each other."
30332546206_10153734765986207,Pleasant walk along the New York High Line. Good ideas for our own Green Corridor.
30332546206_10153734031361207,"Delighted to meet Thai PM Prayut Chan-o-cha and his wife Naraporn at the G77 reception they hosted in New York, as current Chair of the grouping. 

Also participated in what is likely to be John Kerry's final meetings of both the Major Economies Forum Foreign Ministers, and the Informal ASEAN-US Ministerial Meeting. 

More bilateral meetings with Cuba, Comoros, Trinidad & Tobago, Bahrain, Nepal, and Burundi. Appreciated the chance to meet so many of my counterparts and learn about their plans and preoccupations. The UN is a reminder of our common humanity; we are all different, and face varying circumstances, but strangely our concerns are all largely similar."
30332546206_10153731254541207,"Awed by the clarity and depth of Dr Henry Kissinger who gave us his usual diplomatic tour de force. Always the highlight of my visits to New York. We spoke about geopolitics, the importance of consistency and having a long-term, strategic vision and the US' continued role in the Asia-Pacific. Also really pleased to have a chance to meet former US House of Representatives Majority Leader and Vice Chairman and Managing Director of Moelis & Company Eric Cantor.

Earlier in the day, I hosted a Ministerial breakfast for the Global Governance Group (3G), where German FM Frank-Walter Steinmeier briefed us on Germany's plans and priorities for its incoming G20 Presidency. Also hosted a social lunch for our friends from the Pacific Small Island Developing States and Timor Leste, where we were honoured to be joined by Fiji PM Frank Bainimarama, and Tonga PM Akilisi Pohiva.  Also continued with my (seemingly endless!) series of bilateral meetings, with colleagues from Argentina, Mozambique, St. Vincent and the Grenadines, and President of the International Committee of the Red Cross (ICRC).

#UNGA"
30332546206_10153729614956207,"My remarks at the reception I hosted for our friends from the Forum of Small States (FOSS), and Friends Of FOSS to commemorate our 51st Anniversary of joining the UN on 21 September 1965."
30332546206_10153729523551207,
30332546206_10153728630726207,"Commemorated our 51st Anniversary of joining the UN on 21 September 1965 at a reception I hosted for our friends from the Forum of Small States (FOSS), and Friends Of FOSS.  Also met my colleagues from Mexico, Qatar, Bhutan, El Salvador, Albania, and Armenia. 

Earlier in the day, I also participated in a High-Level Side Event on the Death Penalty, where I 
set out Singapore’s approach towards protecting our citizens, families, communities, and society within the context of an unwavering commitment to the rule of law. I also called on all parties to take a balanced and broader perspective and respect the different circumstances faced by different countries. The full text of my speech is at https://www.mfa.gov.sg/content/mfa/media_centre/press_room/pr/2016/201609/press_20160922.html"
30332546206_10153728525016207,"Becoming a #SmartNation must be a journey borne out of a sense of both opportunity and paranoia. 

We have to address existential challenges and collectively create new jobs and build a better home enabled seamlessly by technology, for every citizen, both the young and old. 
 
But smart cities cannot exist in isolation. We must be connected to a global network where exchanges and collaborations take place so that smart solutions that are tested, scaled up and deployed can be customized to address similar challenges in other cities too."
30332546206_10153731124961207,"Delighted to meet @POTUS and @FLOTUS at a #UNGA reception. 
Always amazed at how cheerful and warm they are despite a very long hectic day."
30332546206_10153726592266207,"Second day at #UNGA. Attended an event by UNSG Ban_Ki-moon and the President of the General Assembly Peter Thomson to mark the anniversary of the adoption of the 2030 Agenda and the Sustainable Development Goals during which Andrea Bocelli treated us to a stirring rendition of Nessun Dorma. 

Also attended the opening session of the General Debate, where President Obama delivered his last address to the General Assembly as President of the US, and met a number of my counterparts bilaterally to affirm our friendly relations."
30332546206_10153726177736207,"Delighted to deposit Singapore’s instrument of ratification for the Paris Agreement at UNHQ in New York. Our ratification affirms our commitment to address climate change - a clear and present danger to the world. And especially for an island state like Singapore. This can only be resolved by collective universal action by all countries.

It is not often in the lives of politicians and diplomats that we get to be present at the genesis of a major earth-changing moment. This is one such moment, and an icon of the potency of multi-lateralism. Now, more than ever before, we need to commit to a multilateral comprehensive and universal approach to resolve the existential challenges confronting our world.

Personally, this has been a very profound and moving journey for our entire team of negotiators from multiple ministries over many years. We may only be a tiny state, but we made a positive contribution in a quiet but effective way. Thank you all very much!"
30332546206_10153725334811207,Enjoyed good chat with DPM Ahmad Zahid Hamidi and State Counsellor Aung San Suu Kyi during a reception at #UNGA.
30332546206_10153723951821207,"Busy first day of meetings at the #UNGA! Met my counterparts from Grenada, DPM/FM Elvin Nimrod, and Panama, VP/FM Isabel De Saint Malo De Alvarado, to reaffirm our bilateral ties and explore areas for further cooperation. 

Also met a number of friends and partners from the US, including President of the Council on Foreign Relations Dr Richard Haass, Chairman of the Atlantic Council Governor Jon Huntsman, President of the World Jewish Congress Ronald Lauder, and the senior leadership of the American Jewish Committee, led by their CEO David Harris. We had good discussions on developments both in Asia and across the globe. There was broad consensus on the importance of the US' continued engagement of the Asia-Pacific, and the key role that the ratification of the Trans-Pacific Partnership will play in that. We have a choice between an open, global architecture, characterised by interdependence and cooperation, or a system of self-sufficiency, with the creation of rivalrous and mutually exclusive cliques."
30332546206_10153718581351207,"A big thank you to all our Pioneer Generation Ambassadors who have tirelessly knocked on so many doors to provide help, advice and a listening ear to our seniors. 
They bring good cheer, reassurance and companionship in a very personal way. Having good policies and programmes is not enough. People need to hear and understand how these policies make a difference in their own lives."
30332546206_10153715863166207,"Excellent speech by George Yeo, as always."
30332546206_10153713413046207,"The cool evening breeze made catching up with our #Cashew residents from Blk 151 Petir Road on Wednesday evening all the more pleasant. 

I always look forward to hearing our residents' feedback so that we can improve our estate to better meet their needs.  Really happy to hear that the #DowntownLine 2 has made our residents' commute much more convenient.  Very encouraged to hear that some of our residents have gone car-lite and now take the MRT to work. 

A big thank you to our Cashew Zone 1 RC volunteers for supporting this house visit, and for your hard work over the years to partner our #HollandBukitTimah residents to build a better home for all our families."
30332546206_10153713665306207,Congratulations Yip Pin Xiu yet again!
30332546206_10153712050351207,"Met Mr Masahiko Shibayama, Special Advisor to Japanese PM Shinzo Abe, earlier today. I had a good discussion with Mr Shibayama, during which we reaffirmed the strong relations and close cooperation between Singapore and Japan, bilaterally and regionally. We collaborate in a broad range of areas including trade, industry, tourism and connectivity. We also have strong links at the people-to-people level. We will continue to strengthen such ties."
30332546206_10153711772016207,"The Constitutional Commission's proposal for special provisions to ensure minority representation of the Presidency is worth supporting. 

Some friends have shared their concerns about multi-racialism in Singapore. My own view is that we have made great progress but the journey continues. 

If indeed we've reached the level where we're completely equal, the provisions will never be invoked.

But if we are not there yet, the provisions will give that additional reassurance that the presidency as an institution will always be multiracial, in the same way that Parliament will always be multiracial."
30332546206_10153711113411207,A working model of the future - with an emphasis on what works.
30332546206_10153707011896207,"The #MidAutumnFestival is a time for being with family and loved ones. 

Privileged to have been invited by our #Cashew Height Condo’s MCST to join their residents for the Mid-Autumn festivities, complete with hot tea, delicious mooncakes and juicy pomelos.  

Had a delightful time chit-chatting with our residents.  So wonderful to see the young ones having such an enjoyable time at the party.   

A happy Mid-Autumn Festival to all!  #HollandBukitTimah"
30332546206_10153706086641207,"Spent a meaningful evening last weekend catching up with our #Chestnut estate residents at their street party.  I always enjoy attending these street parties organsied by the Chestnut Neighbourhood Committee as they provide a wonderful opportunity to chit-chat with our residents over an informal and relaxed setting.         

Great to see everyone in good health and spirits.  Happy to also hear that the recent enhancements to our town, such as the nearby Chestnut Nature Park, has made life much more pleasant for our residents.    

Let's continue to work hard together to build an even more beautiful #HollandBukitTimah community for our families!"
30332546206_10153704165456207,"Sharing some pictures from our recent #Cashew constituency Mid–Autumn Festival celebrations at Petir Park.  The lanterns that the children carry around today are quite the sight, exquisitely designed with musical tunes and lights.

Delighted to see so many families having an enjoyable time and to observe the close bonds of friendship among neighbours. 

Loving families and caring communities - these traits have kept our society strong over the decades and will continue to do so for many more.  #HollandBukitTimah"
30332546206_10153706326056207,Parliament pays tribute to former President SR Nathan for a lifetime of commitment to the nation and for always having the personal touch. We have been deeply blessed.
30332546206_10153704159011207,"NEA officers have been hard at work on the ground educating Singaporeans on how we can all play our part to prevent mosquito breeding.  Extremely grateful that they were able to conduct a talk for our residents at #Maysprings Condominium.      

Maysprings Condo is currently part of a larger active dengue cluster (red alert level) in our #Cashew division which has seen 18 cases since the onset of the cluster.  Really touched to see the care and concern that residents had for their neighbours who were down with dengue. 

During the talk, residents managed to pick up useful knowledge about the similarities and differences between #Dengue and #Zika, and also hear about NEA's proposed small-scale field study to determine the feasibility of releasing male Wolbachia-carrying Aedes mosquitoes to suppress the Aedes aegypti mosquito population in Singapore.

I hope everyone who attended the talk left with a clearer understanding of what they can do to help combat the spread of these diseases.  #HollandBukitTimah"
30332546206_10153702470066207,"It was wonderful catching up with our #Cashew residents at Blk 542 Jelapang Road during my house visit there on Saturday morning. 

We went to share with them information on how best to prevent the breeding of mosquitoes in the community, so that we can protect our loved ones from dengue and #Zika. 

Extremely touched when a young resident surprised me with a slice of cake while we were there! It was her birthday and she had kindly reserved that slice for me - an extremely lovely gesture. She requested a personal message in her autograph book and I was glad to oblige. 

A big word of thanks to our Cashew Zone 4 RC volunteers for supporting this house visit, and for your hard work over the years to partner our #HollandBukitTimah residents to build a better home for all our families."
30332546206_10153704306391207,"Wonderful picture. We are all so proud of both of you Yip Pin Xiu and Theresa Goh!
https://instagram.com/p/BKPR0xvhFHz/"
30332546206_10153703718776207,Congratulations Theresa Goh! We know how hard you have worked over such a long time for this achievement.
30332546206_10153703708526207,Selamat Hari Raya Haji kepada semua kawan-kawan umat Islam.
30332546206_10153702437306207,"Grateful to our #Cashew constituency grassroots leaders and NEA representatives for joining me for a briefing and inspection at the Hillion construction site. 

We shared with representatives from Hillion that the key strategy in our fight against dengue and #Zika is to reduce the number of breeding grounds where the Aedes mosquito can lay eggs, and that everyone needed to play their part to make a difference.

#HollandBukitTimah"
30332546206_10153701862126207,"My volunteers and I had planned a thorough clean-up of our #Cashew constituency on Saturday to help fight the spread of dengue, but the rain unfortunately put paid to those plans. 

Despite that, we remained in positive spirits, going on a walkabout to distribute flyers and collaterals to our residents, and sharing with them how everyone can play their part in stopping the breeding of mosquitoes in our community.

By working together to ensure that mosquitoes do not breed in our homes and neighbourhoods, we can all protect our families from dengue and #Zika and keep our #HollandBukitTimah community a safe place to live and play. Stay healthy and take care!"
30332546206_10153701215756207,"Congratulated His Royal Highness the Crown Prince of Johor Tunku Ismail Ibni Sultan Ibrahim on the birth of his first child, Her Highness Tunku Kalsom Aminah Sofiah. 

Enjoyed the delicious local food at the Istana Bukit Pelangi. 

We reaffirmed the close ties between Singapore and Johor, and the need for closer interactions at all levels of our societies."
30332546206_10153698556331207,"Congratulations to Yip Pin Xiu for winning Gold at the #Rio2016 #Paralympics. Still remember how she won a Gold medal at her first Paralympics 8 years ago in Beijing. 

This is a wonderful real life story of grit, determination and cheery optimism. 

We're all so proud of you!"
30332546206_10153693828116207,"Valedictory address by President Obama at the ASEAN-US Summit. He is the first US President to have attended all ASEAN summits. 
It has been a busy and eventful 8 years. The ASEAN-US relationship was elevated to a Strategic Partnership and there has been good cooperation in many fields, including climate change, science and digital technology, empowerment of women and youth, renewable energy, health security, counter terrorism and expanded economic ties. 
The US engagement in the Asia Pacific has been benign and positive, for all  states, especially for open free market economies in our region. 
Just as important, it has helped to build a rules based world order where all countries play by the same rules, regardless of size, and have access to peaceful resolution of disputes in accordance with international law, including 1982 UNCLOS. 
We hope his successors will continue to build on the good foundation he has laid."
30332546206_10153693805046207,"A growing account and deeper engagement with India. Great as symmetry in size between us, but also great opportunities."
30332546206_10153691544801207,"PM Lee Hsien Loong having a very packed schedule at the ASEAN Summit. Even in this high tech era, there is no substitute for meeting face to face and the building of personal relationships"
30332546206_10153691425061207,"Rare photo of Philippine President Rodrigo Duterte in a suit at the #ASEAN Summit in Vientiane, Laos."
30332546206_10153689581916207,"#guesswho in 1989?
See clue in earlier post. (Photos from National Archive)"
30332546206_10153686212636207,"PM Justin Trudeau reaffirms Canada's deep engagement with the Asia Pacific. 

He reminded us that he is a descendant of William Farquhar who was the first British Resident and Commandant of colonial Singapore in 1819. 

It's a small world!"
30332546206_10153684576401207,
30332546206_10153684566706207,Spectacular #G20 performance on the West Lake in Hangzhou. Incredible setting and wonderful choreography.
30332546206_10153681434016207,Impressive iconic mega project by CapitaLand in Chongqing.
30332546206_10153681428671207,"An excellent meeting between PM Lee Hsien Loong and President Xi Jinping in Hangzhou yesterday. They reaffirmed our deep and wide ranging relationship; and reviewed progress of the Chongqing Connectivity Initiative and negotiations for the upgrade of the China-Singapore Free Trade Agreement. 

After dinner, we took a walk along the scenic West Lake of Hangzhou, with the beautiful Leifeng pagoda in the background. 

Spent today in Chongqing, met Party Secretary Sun Zhengcai, Mayor Huang Qifan to discuss the CCI in greater depth. 

Back to Hangzhou tomorrow for the G20 meeting. 

https://www.facebook.com/leehsienloong/posts/1195348520527852"
