status_id,status_message
337546116346785_870887536345971,We hope the parents of the 11-year-old who killed himself over his exam results are coping well.
337546116346785_870819716352753,"Seeing as it is Breast Cancer Awareness Month, here are some of the things that countries have been doing to promote awareness."
337546116346785_870779586356766,"Heard of digital dementia? At the rate Singapore is rushing headlong to be a smart nation, we might soon be plugged in virtually but logged out of reality. #AndonSaturday"
337546116346785_870701889697869,We're re-casting the news in the form of relationships...
337546116346785_870350423066349,"If you're looking for quirky jobs, here are five positions that we found unusual in the National Jobs Bank."
337546116346785_870321156402609,"What do data scientists do? A lot, but they don't need any beakers and pipettes. Check out what other new jobs have become relevant in today's economy - that didn't exist 10 years ago."
337546116346785_870292526405472,"There are over 70,000 jobs in the National Jobs Bank online. But is it what you might be looking for? Would you qualify? And most importantly, does it pay well? We decided to take a look."
337546116346785_870228766411848,"Want to feel the adrenaline of actual flying from the comfort of a chair? Try drone racing.

Drone Matters, RP Innovations SG"
337546116346785_870223703079021,"Four months after the Pink Dot event in June, the G has finally weighed in on what makes a ""Singapore entity"", and whether ""foreign entities"" can participate in Speakers' Corner events."
337546116346785_870167849751273,Bertha writes about how to break up with the US and get into bed with China.
337546116346785_870150946419630,"ICYMI: You'd want to pay less, of course. But why do private hospital fees vary so widely in the first place?"
337546116346785_869992846435440,"Apparently everywhere, if you know where to look. But first, you'll have to get yourself in the right mindset - to “unlearn, learn and relearn”, says Mr Ong Ye Kung."
337546116346785_869650103136381,"A private hospital can charge as little as $35,566 to a high of $52,204 for a heart surgery. But what accounts for this difference?"
337546116346785_869569499811108,"There's an impolite, whispered word regarding the Samsung Galaxy Note 7 disaster; and that word is ""nepotism"". But Samsung isn't alone among big, family-run businesses. Over the past decades, major family-run businesses everywhere have started to show the cracks in their structure."
337546116346785_869351106499614,"New driver-less buses may be on the roads in Jurong West as early as 2018 - but don’t expect them to replace all buses in the near future. Also, what sort of trouble is national paddler Li Hu in?"
337546116346785_868990943202297,It isn't just the economy that is being disrupted.
337546116346785_868945559873502,"""I was more than disappointed. I was appalled."" After waiting three years, Bertha finally gets her hands on the changes being proposed to the Town Council Act. But it's not quite what she was hoping for."
337546116346785_868754759892582,"If you missed yesterday's Red Arrows flypast, here are some photos."
337546116346785_868696566565068,"The proposed changes are meant to improve governance, financial management and enhance the G’s regulatory oversight, said the Ministry of National Development."
337546116346785_868189933282398,Have you thought about where you'd live when you grow old?
337546116346785_868061126628612,"No one, in almost any situation, likes being disrupted. Especially not on our MRT rides. So do we look forward to having our economy disrupted?"
337546116346785_867826016652123,"TNP had a great run, but will there still be the TNP Big Walk?"
337546116346785_867779149990143,We all need some space...
337546116346785_867713319996726,"You might be tempted NOT to read this. It's gloomy but, hey, you need to know."
337546116346785_867133526721372,Singapore just won a gold for indoor skydiving. Here are some things about the sport we thought you should know.
337546116346785_866941986740526,"Solar power on track to meet 5 per cent of demand; mourning first, coronation later for Thai Crown Prince (and watch what you wear); and these Singaporean ladies are winners this weekend."
337546116346785_866354080132650,"If you're a fan of salted egg yolk, you'll want to try these."
337546116346785_866297420138316,Want to save money? Don't stop eating - just eat smarter!
337546116346785_866236273477764,"In the news this morning: an SMS public alert system for terrorist attacks and other emergencies, usage of the $500 SkillsFuture Credit, and the environmental fight against microbeads.

All these and more, in today's #morningcall"
337546116346785_865727636861961,"We thought en bloc sales would wither under the new cooling measures. We were wrong. From Shunfu Villa to Raintree Gardens, it looks like property developers need more space to build. And they may be getting more aggressive than ever:"
337546116346785_865628780205180,"In #AndonSaturday, Felix looks at how the G allows online gambling and comes up with a better suggestion: Why not nationalise brothels too?"
337546116346785_865604816874243,Prime Minister (PM) Lee Hsien Loong has had a busy month with diplomatic visits this month.
337546116346785_865530056881719,"We're ""crystal balling'' into winter"
337546116346785_864928256941899,"First came the two bombs dropped by the British. Then, a different kind of bomb: The Japanese had surrendered. He had run with his family to Pulau Belakang Mati to escape being jailed. A year had passed. It was time to go home."
337546116346785_864849503616441,A comic book showing two naked boys atop each other has been pulled from Popular Bookstore's shelves yesterday (Oct 13). Social media has been debating if it's an over-reaction.
337546116346785_864834130284645,Does a degree pay-off financially? You'll be surprised. What else drives you to pursue university?
337546116346785_864786800289378,"Thailand's King Bhumibol Adulyadej, who was the world's longest-reigning monarch, died in hospital yesterday."
337546116346785_864575226977202,"You may not know much about your insurance, but you should. Premiums are going up and if a set of recommendations released yesterday are accepted, medical insurance in Singapore is set to get a major makeover."
337546116346785_864142123687179,A newly released report on the state of nursing homes in Singapore had some uncomfortable facts that we just did not want to believe. Take a look.
337546116346785_864096663691725,What's the real problem facing Singapore's nursing homes? The experts are divided - and the G is paying close attention.
337546116346785_864086317026093,The Catholic Church expresses concern with regards to Online Gambling.
337546116346785_864057617028963,"""You don't need much space to have sex"""
337546116346785_864037157031009,More elderly Singaporeans in need of nursing care are living out the rest of their lives in Johor. Here are their stories.
337546116346785_863951757039549,"Gold prices have been a real roller-coaster lately, first skyrocketing due to Brexit, then plummeting on the back of rumoured interest rate hikes. Then last week it rebounded, leaving everyone guessing as to the next move. Whatever the case, the optimism caused by Brexit has clearly faded."
337546116346785_863880167046708,"RACISM IN REAL ESTATE: For rent immediately - unless you're an Indian or a foreigner from PRC.

These are excerpts from actual ads that we found after combing through more than 6,000 ads posted by landlords on two property listings websites. Reasonable? Or plain racist?

Read our full story here: http://themiddleground.sg/2016/10/10/singapore-landlords-problem-race/

(Posters by Sean Chong/TMG)"
337546116346785_863737607060964,"Today we take a spin at the Game of Life: From going to school, to finding a job, to buying a flat and having children, here's the latest you need to know from this morning's headlines."
337546116346785_863374117097313,"Mrs Josephine Teo, who oversees the National Population and Talent Division, has plenty of advice for boy-girl relationships. Her latest: You don't need a lot of room to have sex."
337546116346785_863350130433045,TL;DR: Sex =/= babies and HDB =/= sex.
337546116346785_863308820437176,What's going viral? A hedgehog that was stranded at Old Upper Thomson.
337546116346785_863184560449602,Fewer applications are being filed under the Maintenance of Parents Act and more safeguards are being put in place for other vulnerable adults.
337546116346785_863071377127587,"Warning: Hot. From big banks embroiled in the 1MDB scandal, to a Jurong market razed to the ground, to exploding smartphones, check out today’s burning headlines."
337546116346785_862573847177340,It's only locker room talk.
337546116346785_862549833846408,"""It's time for some long-range thinking because the old will always be with us - and will be us."""
337546116346785_862501087184616,"A higher proportion of Singaporean-foreigner couples who got married between 2007 and 2009 are having their marriage dissolved before its fifth year, according to new stats from the Ministry of Social and Family Development."
337546116346785_862398933861498,It's that time of the year when parents go out of their way to make their children's lives miserable. But what if exam fever hits absurd levels? Felix explores this issue in #CheongsterCafe.
337546116346785_862334233867968,"Who should be booted out of a job first? Last worker in, first out? Foreigner first? In a slowing economy, you can bet it will be an issue. Likewise, any change that will hurt the pocket, like train and bus fares."
337546116346785_862016647233060,"“The reality is that there are Singaporeans who are online gambling and they are gambling in a space where there are no social safeguards and no monitoring."" - Tan Chuan-Jin, who said a tightly controlled space for online gambling was needed."
337546116346785_862006230567435,Who will have to buy third party insurance and who will have to register their mobility device?
337546116346785_862006230567435,Who will have to buy third party insurance and who will have to register their mobility device?
337546116346785_861789053922486,"Singapore prides itself on racial harmony, and most people will agree we're quite enlightened. But there's an ongoing issue in the rental market, in which landlords discriminate based on race. Do we, in fact, have a spectre of racism that's still lingering here?"
337546116346785_861723467262378,Nathan Hartono isn't the only Singapore icon to represent us abroad this week. Let's see him face off against bak kwa and teenage robot building girls.
337546116346785_861201903981201,Are your favourite restaurants doing their part to serve seafood that were caught responsibly?
337546116346785_861134757321249,And we don't mean a Pokemon!
337546116346785_861069107327814,"A three-minute recording caught Mr. Trump describing how to once pursue a married woman and ""moved on her like a b****, but I could not get there,"" and also how his celebrity status as a star allowed him to ""grab [women] by the p****"" whenever he wanted.

All these and more, in today's #morningcall"
337546116346785_860611504040241,"Leverage makes the business world go round. But as we've seen in the oil and gas sector, it's something of a double-edged sword. This week, we look at what finance types actually mean when they talk about leverage. It has to do with different types of borrowing."
337546116346785_860512997383425,"What in the world is happening to Singapore? Not a week passes without something breaking down, breaking up or breaking apart. In #AndonSaturday, Felix takes a serious look at what ails this country."
337546116346785_860483217386403,Mental illness is an issue which tends to be over-looked by society. Here is an overview on mental health issues in Singapore and around the world.
337546116346785_860456427389082,"Plenty of reasons have been tossed up for and against online gambling, but do these reasons measure up?"
337546116346785_860415640726494,"Here are the reasons to be proud of our young people - and to be ashamed of a father of two, an ex-teacher who posed as ""Guardian Angel'', to get two schoolgirls to strip"
337546116346785_860083467426378,"If you had only $2.22 to spend on food every day, what would you buy? Just thinking about it makes our belly ache. Yet that's a reality for those who live on the poverty line."
337546116346785_860067687427956,He had gained the trust of one Japanese soldier. But that wasn't enough to shake the Kempeitai off his trail. Not when they already had his father and brother. Here's Part 2 of how #Bertha's father escaped arrest - despite his surname - during the Japanese Occupation in 1944.
337546116346785_860047444096647,"Yes, the Bukit Panjang LRT line has been plagued with problems for a while. But let's look on the bright side: At least now we know how NOT to build a LRT system."
337546116346785_860020847432640,"When Singapore Savings Bonds first came out, we all figured it was a good replacement for fixed deposits. We also knew the banks wouldn't take this crap lying down. Which may be why they've started to fight back."
337546116346785_859946130773445,“It is much better to do things you cannot explain than explain things you cannot do.” - Nassim Taleb
337546116346785_859832467451478,"Seven new O- and N-level subjects are in the works to give students more options; three options for the ailing Bukit Panjang LRT; and when it comes to the singer to support for tonight’s finale of Sing! China, there’s really only one option."
337546116346785_859492904152101,"If you don't think running your fruits and veggies under tap water is enough to get them clean, here are five other solutions you can consider:"
337546116346785_859439267490798,"The Pen-Pineapple-Apple-Pen song. Gangnam style. Nyancat. Some of you may even be old enough to remember techno-viking. As annoying as you may find them, they perform a secret, vital function for the human race."
337546116346785_859404027494322,"""Starting in 2014, he perused online materials on the conflict in Syria and, in the process, encountered pro-ISIS materials and subsequently became influenced by the terrorist group’s propaganda."""
337546116346785_859374667497258,"The Chief Justice this week reduced a mentally ill felon's sentence as he received no psychiatric treatment while in custody, saying the lack of treatment was ""unsatisfactory"". #understatement"
337546116346785_859223320845726,Lots of confusing signals being reported in the news today. We look at some of them.
337546116346785_858801820887876,"Local retailers blame the dying luxury watch market on wider economic factors. But is this a fact, or is it really due to the rise of the smartwatch? What's throttling luxury watches?"
337546116346785_858655850902473,What's going viral?  Well this is how to move a tree.
337546116346785_858649470903111,"If we want to move towards skills-based learning, then we need more data than just median salaries and fresh-out-of-school employment rates.

Ministry of Education, Singapore, Singapore Workforce Development Agency, Psb Academy, Singapore, London School Of Business And Finance, ACCA, SkillsFuture SG"
337546116346785_858594584241933,Have you been paying attention to Singweesh? See how you score in the latest quiz.
337546116346785_858527830915275,"Amid some big company movements this week, Singapore’s favourite footballing son clinches a last-minute deal to coach the young Lions for 2020 Tokyo Olympics."
337546116346785_857840594317332,"No need school, just go for tuition?"
337546116346785_857794120988646,Here's a quick look at some movements in numbers in the news that you might be interested in.
337546116346785_857398987694826,Rainbows occur rarely and here's how you can photograph them.
337546116346785_857068511061207,"5,000 teachers have left the service, noble donors support the stateless, shame on Singapore football, and Kinabalu claims another victim."
337546116346785_855231434578248,"After the angst about how little the Football Association Of Singapore (FAS) spent on domestic grassroots leagues last year, TMG pores over the published accounts from 2009 to track the main spending trends. Are claims of under-or over-spending valid? How have things changed over the years?"
337546116346785_856481501119908,Inspiring.
337546116346785_856385951129463,"Following an exchange of letters between Singapore's Ambassador to China and editor-in-chief of tabloid ""Global Times"" - on the South China Sea issue - a defence advisor of the People's Liberation Army was quoted as saying that ""China's retaliation against Singapore is inevitable, not just in the public opinion sphere ... We should take some actions, to strike back or impose sanctions, to show our displeasure.""

All these and more, in today's #morningcall"
337546116346785_855953667839358,"Some doctors also consider the ""attitude of patients"" when charging them consultation fees. If a patient is ""stuck up"" or ""rich"", chances are he or she will have to pay more."
337546116346785_855869931181065,"The internet has finally killed traditional marketing. Gone are the days of focusing on print ads, or television ads, or outdoor ads - this is the age of omni-channel marketing. And the sooner you figure it out, the sooner you can cash in on it."
337546116346785_855790861188972,"Loving grandson, art dealer, investment advisor and director. These are all the personas that Yang Yin has tried to create for himself. But what is he really like?"
337546116346785_855771021190956,"In the same week the Bukit Panjang LRT broke down on consecutive days, SMRT announced its bid to construct the LRT in Bandung, Indonesia. Cannot get its own house in order and still looking to build someone else’s house? #AndonSaturday"
337546116346785_855743257860399,"Singapore is not the only one with transport woes this week. Find out about it and more in ""And in the Rest of the World""."
337546116346785_855674571200601,Well it seems that the bullying hasn't ended yet.
337546116346785_855318617902863,"""Allow online booking and delivery (yay, UberSex!) of sex services and tobacco products! Innovative, right?"""
337546116346785_855292257905499,"He preyed on the vulnerability of an old woman and ""bamboozled"" her into giving him large amounts of money, said the judge as he sentenced Yang to an additional six years in prison."
337546116346785_855258067908918,"As an orderly during the Japanese Occupation, Bertha's father got up close and personal with some of the prisoners of war in Singapore. Here's what he saw."
337546116346785_855231071244951,Underfunded leagues? Overpaid top management? TMG pulls out some highlights of FAS finances amid reports of imbalanced spending.
337546116346785_855206564580735,"""Maybe the problem is trying to simplify the menu, instead of opening up the buffet."""
337546116346785_855162494585142,Is this goodbye to exam stress?
337546116346785_855132781254780,It's an interesting tangle over the ownership of history between the Lees and the G. But what was it really all about anyway? What was so politically sensitive about what the late Mr Lee Kuan Yew said?
337546116346785_854991471268911,The Prime Minister gave some advice yesterday about how to stay BFFs with other countries in the region.
337546116346785_854634751304583,"The number of contraband cigarettes consumed in Singapore a year could be as many as 500 million. Even for hardcore smokers who smoke two packets a day, that would take someone about 12.5 million years to finish. The entire network is ""remotely controlled"" via phone calls by the mastermind who never reveals himself. If you catch one, another will take his place."
337546116346785_854580094643382,"""By then, however, Mr Tharman had become the poster boy for some people not least because he gave the lie to the idea that a non-Chinese cannot do as well as a Chinese in the polls. So besides Tharman as PM!, there was also Tharman as President! He's the right height! He's got street cred because he was in trouble with the law before! His Chinese name is Shang Da Man!"""
337546116346785_854515981316460,"When the usually conservative Singapore Exchange (SGX) won approval to offer Dual Class Shares (DCS) in August, it raised some eyebrows. If you aren't sure what that means for us, check out the differences between these and regular shares:"
337546116346785_854492667985458,How has Hanjin Shipping's bankruptcy affected Singaporeans?
337546116346785_854488957985829,"Apex court has now ruled that both men and women can be guilty of sexual penetration of minors. The acquitting of a transgender man has been overturned. For those who might have missed the ruling, read more here."
337546116346785_854436884657703,Who wouldn't want to have his or her dad's name on the birth certificate? But not having Daddy's name on the birth cert does not mean he can wash his hands off his responsibilities as a dad.
337546116346785_854347314666660,"Despite being the people’s top choice in a recent poll, the charismatic leader says he knows himself and is not cut out for the job."
337546116346785_853881511379907,Stay safe.
337546116346785_853792991388759,"The CPF Investment Scheme (CPFIS) is supposed to let you - potentially - get higher returns on your CPF. But with 80 per cent of investors not being better off, the scheme is now being reviewed. Here's what we think should be changed:"
337546116346785_853820458052679,The dislodged sunshade has already been removed but are the other sunshades safe too?
337546116346785_853661281401930,When do you use 'Siol'?
337546116346785_853584834742908,Here are today's headlines in numbers:
337546116346785_853072321460826,The US Presidential Debate today.
337546116346785_852934511474607,"In case you haven’t realised it, Singapore is now at war. There’s a war on diabetes and another war on mosquitoes, among others. All this warmongering by the G is scaring and scarring Felix into writing a comic poem. #CheongsterCafe."
337546116346785_852913151476743,"Here's what Singapore's ambassador to China said in full: 

[Read our summary of the situation here: http://themiddleground.sg/2016/09/27/looks-like-bullied/]"
337546116346785_852912211476837,What is your definition of love?
337546116346785_852840208150704,"China's Global Times, which is linked to the Chinese communist party, has lashed out at Singapore's behaviour at the Non-Aligned Movement's recent meeting in Venezuela."
337546116346785_852171998217525,"Change is in the air, but are we ready for a disruption? From learning to jobs to falling concrete slabs - prepare to have your world shaken up. But cheer up: it's not all bad news."
337546116346785_851554044945987,Michelin-starred ramen shop to open branch in Singapore.
337546116346785_851459118288813,"The headlines this morning: the launch of a national movement to get Singaporeans involved in the fight against terrorism, and a continuing war against diabetes and its complications.

All these and more, in today's #morningcall"
337546116346785_851055501662508,There was nothing very new at the launch of SGSecure this morning - not even the fact that we are already at war.
337546116346785_850971808337544,"Indonesia needs money quickly, and that means forgiving some of its shadier, tax-evading types. But what does tax amnesty really mean, and why is it such a big deal to Singaporeans?"
337546116346785_850907495010642,"Why can’t we accept and appreciate that crowded buses and train breakdowns are part of a world-class transport system? In #AndonSaturday, Felix looks at how the LTA is making up for inadequacies of the transport system by its greater attention to small details."
337546116346785_850867291681329,"From child slavery to corruption, here's your update on what's been happening in the rest of the world."
337546116346785_850816168353108,Private school students should read this and ask if your school is part of the survey.
337546116346785_850149641753094,"This time, it’s The Straits Times that’s getting the university all hot and bothered."
337546116346785_849813875120004,"An award for you? Nah, Madam, perhaps it was a dream after all..."
337546116346785_849772081790850,"Bertha uncovers painful details of an old family tale lost through time: A story of justice, torture, and what it took for a Henson to survive the Japanese Occupation."
337546116346785_849672931800765,"AWARE recently released a report urging a repeal of Section 309 of the Penal Code, which makes attempted suicide an offence. What do you think?"
337546116346785_849517841816274,"From Hollywood mansions to personal nannies, there was no shortage of options to spend $24 million on. But was it really necessary?"
337546116346785_849520241816034,
337546116346785_849517131816345,"""Let's plan as if 'the sky is the limit' and then work out how we are going to get the funds... I am sure all the rest will work out by itself."""
337546116346785_849481158486609,"It’s not about the money, but about equal respect and treatment. But money helps, too."
337546116346785_849209771847081,"Can Madam Rosmah Mansor, Malaysian PM Najib's wife, decline an award which was retracted?"
337546116346785_849092468525478,"When we think ""sandwiched class"", we often think of Executive Condominium, upper middle-class types. In reality, there's another perilous point between the rich and ultra-rich."
337546116346785_849077051860353,"Australia's TPG Telecom is a contender in the race to become Singapore's 4th telco, but their growth in their home market seems to be slowing."
337546116346785_848956261872432,"Between ""chapalang"" and ""hampalang"", got difference meh?"
337546116346785_848937465207645,State prosecutor Christopher Ong's passionate delivery could have come from Hollywood legal drama. But don't just take our word for it. Read what he said for yourself.
337546116346785_848903428544382,"Welcome home, Paralympians! Before you get ready for your big party on Saturday, here's what you missed yesterday - another train disruption (expected), an accident on the Toa Payoh flyover (unexpected), and fiery words from a prosecutor in the City Harvest Church appeal who could've been starring in his own Hollywood legal drama (expected, but still delightfully entertaining)."
337546116346785_848220908612634,"An Afghanistan-born American suspected of carrying out the weekend bombing in New York City that wounded 29 people, and planting other bombs in New York City and New Jersey, has been taken into custody after a gun battle with police."
337546116346785_848217155279676,How to choose a Rubberstamp.
337546116346785_848160115285380,"We bring you to the ""killing zone'' and it's not all bad and bloody."
337546116346785_847912005310191,
337546116346785_847857315315660,The six City Harvest Church leaders' appeals ended today with Serina Wee and Tan Ye Peng putting their cases before a three-judge panel. Will their claims of ignorance save them?
337546116346785_847790385322353,"There's an article going around that Singapore's external debt is $1.76 trillion. It's an attention grabbing headline, but here's why a high external debt doesn't always mean trouble."
337546116346785_847740641993994,"What's going viral? Supermums, it seems. One mum breastfeeds while doing yoga. Another pumps milk while running a half-marathon. Yay or nay?"
337546116346785_847631505338241,"""Until now nobody knows exactly who will be running. No individuals have formally thrown their names into the hat for FAS’ top post, but former Woodlands Wellington manager R. Vengadasalam, often caricatured as the “opposition” in local football, has been actively campaigning on behalf of his team."""
337546116346785_847523818682343,"F1 is over and it was fun / marshall was caught on the run / Temasek is crunchy rice / Rio's nasi goreng very nice / no private T5, G run / New York bomb is terror one."
337546116346785_846972778737447,Here's where most of your mooncakes come from.
337546116346785_846930572075001,"Singaporeans are the biggest consumers of cordyceps, which is also known as the Himalayan Viagra."
337546116346785_846889138745811,"""I also had a piece of chocolate moon cake - and I gagged at the sickly sweetness of it. I think it's way beyond traditional and should be banned. And it didn't even have melon seeds in it! What sort of mooncake was that?"""
337546116346785_846832702084788,"Headlines this morning are about parents and parenthood in Singapore: more opting for childcare centres over kindergartens, more education and career guidance initiatives for parents, and more young, single to-be parents who are freezing their eggs abroad.

All these and more, in today's #morningcall"
337546116346785_846301422137916,Will the event go on tonight?
337546116346785_846288035472588,"From creepy clowns to political uncertainties, here's your update on what's been happening in the rest of the world."
337546116346785_846231605478231,"In recent financial news, the panda is struggling to eat the dim sum. No, seriously - disappointment with onshore yuan investments has caused many to turn back to Hong Kong, and its famous ""dim sum bond"" market. Here's what it all means."
337546116346785_846189458815779,"That a Malaysian airline has taken the initiative to reward Singapore medalists with free air travel is cause for concern, humour and soul-searching, as Felix’s imagination takes flight this week in #AndonSaturday."
337546116346785_846167242151334,"""A good teacher once asked me whether it was uplifting or condescending to measure a disabled person by a different standard and not hold them to the standards required of able-bodied people. I still don’t have the answer to that question."""
337546116346785_846103518824373,"Today's headline, it's all about: the actions taken by SMRT, more funds put into lifts, paralympians to receive equal prize money, Indonesia's tax-amnesty scheme and appeals of the City Harvest Church leaders."
337546116346785_845743138860411,"One was ""brainwashed"". The other was just a ""mouthpiece"". Read on to find out what reasons two more City Harvest Church leaders gave today in their appeal to be let off the hook for a multimillion-dollar financial scam."
337546116346785_845694798865245,"It’s ironic that the roadblocks this weekend are made up of cars going much faster than you are. While you’re stuck in traffic, try this little maze to pass the time."
337546116346785_845664568868268,"Duterte and chill, anyone? News reports weave a fanciful tale of the Filipino president's killing spree."
337546116346785_845621158872609,"The best thing about online shopping is that you can do it at 3am in the morning, in your underwear, and no one will care. The second best thing is it's easier to get discounts. And if it's not coupons, it's cash back."
